Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,36832 | Children are unable to attend school due to poor financial condition. | 0.9416
,,,,,,"36886 | During the discussion, parents of children in the community said that their financial condition is not good due to which they are unable to pay school fees and hence are unable to send their children to school. | 0.8297"
,,,,,,"36920 | Due to financial constraints, children were not able to take admission in school. | 0.8451"
,,,,,,36953 | The families are poor and not getting any benefit from the government child support scheme. | 0.6273
,,,,,,37015 | Due to poverty children stop going to school. | 0.7918
,,,,,,37058 | Children do not go to school due to financial constraints | 0.9384
,,,,,,"37312 | Due to poor financial condition and excessive workload in the family, the children are unable to go to school | 0.8658"
,,,,,,"37429 | During the discussion in the Chaupal, people said that their financial condition is very weak for educating children and hence they are not able to send their children to school. | When we installed a hut there, I found out the problem that our children have dropped out after studying till class"
,,,,,,37497 | Incentive amount not received | 0.2082
,,,,,,37515 | Incentive amount not received | 0.2082
,,,,,,37545 | Incentive amount not received | 0.2082
,,,,,,37580 | The community did not receive the incentive. | 0.3722
,,,,,,37707 | Children did not go to school due to poor financial condition. | 0.9152
,,,,,,"37752 | Due to lack of money, children were unable to go to school. | 0.8354"
,,,,,,37848 | The boys are not available because they are poor. | 0.5552
,,,,,,37878 | Due to financial constraints the child is unable to go to school. | 0.8851
,,,,,,"38017 | Children are unable to attend school due to child marriage, enrolment, poverty, discrimination and social and economic development. | 0.8504"
,,,,,,38022 | Children cannot go to school due to social and economic development. | 0.8267
,,,,,,"38048 | Due to the economic situation, children are unable to attend school. | 0.8986"
,,,,,,38099 | Children are unable to go to school due to poor schooling arrangements | 0.8762
,,,,,,"38289 | The children here are uneducated because the schools here are inadequate, and they have to travel far away to study after the eighth grade. We are poor, so where do we get the money to coach our children? They don't know anything. | 0.6333"
,,,,,,"38409 | If money is not available in the school, if children go to study, they are chased away. | 0.7959"
,,,,,,38490 | Children did not go to school due to poor financial condition. | 0.9152
,,,,,,"38545 | Due to poor financial condition, children do not go to school. | 0.9419"
,,,,,,38659 | Children not getting enrolled due to poverty | 0.7598
,,,,,,38766 | Could not go to school due to lack of money | 0.7807
,,,,,,38859 | Children do not go to school due to lack of money. | 0.9168
,,,,,,38937 | Do not go to school due to financial constraints | 0.7652
,,,,,,38949 | The problem of not being allowed to go to school due to poor financial condition | 0.848
,,,,,,"38972 | Due to poor economic conditions, children are not attending school as parents prioritize their work over education. | 0.845"
,,,,,,39029 | Some children were in poor financial condition and were unable to go to school. | 0.906
,,,,,,39064 | Due to lack of time our children are unable to get education. | 0.7248
,,,,,,"39167 | Due to poverty, children are unable to go to school as it costs a lot of money to enroll in the ninth grade | 0.7831"
,,,,,,39329 | The teenager is unable to attend school due to financial circumstances. | 0.7681
,,,,,,39360 | Not enrolling children due to poor financial condition | 0.8194
,,,,,,"39365 | Families are too poor to afford enrollment fees, often going to sleep without eating. | 0.6309"
,,,,,,39390 | Many children are not going to school due to poor financial conditions. | 0.9488
,,,,,,39393 | Children are not going to school due to poor financial condition. | 0.9451
,,,,,,39396 | Some children are not going to school due to poor financial condition. | 0.9599
,,,,,,39402 | Many children are not going to school due to poor financial condition. | 0.9438
,,,,,,39477 | There are many children who are unable to go to school due to their poor financial condition. | 0.9388
,,,,,,39709 | Children are not attending school regularly; parents are poor and lack education. | 0.8352
,,,,,,"39715 | Children are not attending school regularly, and parents are poor and lack education, contributing to the lack of emphasis on education. | 0.7616"
,,,,,,"39753 | Parents’ financial situation is not stable, so children are not going to school. | 0.8834"
,,,,,,39783 | Regarding the education of children from backward classes who are unable to go to school due to their poor financial condition. | 0.7947
,,,,,,39818 | Some children did not go to school due to their poor economic condition and did household chores. | 0.7985
,,,,,,39885 | The money for the child's clothing is not being withdrawn because the name in his account is wrong. | 0.406
,,,,,,40007 | The children were unable to go to school due to their poor financial condition. | 0.9076
,,,,,,"40008 | Due to poor financial condition of the children, they did not go to school. | 0.8545"
,,,,,,40011 | Due to poverty children are unable to go to school. | Schools have classes only from class 1 to
,,,,,,40061 | Students are unable to study due to high school fees. | 0.7048
,,,,,,40126 | There are many children who cannot go to school due to poor financial condition. | 0.9412
,,,,,,"40198 | There was a discussion on enrolment of children in school, whose financial condition is not good due to which parents are facing problem in getting their children enrolled in higher secondary school. | 0.7587"
,,,,,,40203 | Children are unable to attend school due to their family's financial situation. | 0.8995
,,,,,,"40212 | Due to financial constraints, they are unable to enroll their children and hence they are not attending school. | 0.8756"
,,,,,,40228 | There are many children who do not go to school due to poor financial condition. | 0.9305
,,,,,,40237 | There are many children who do not go to school due to poor financial condition. | 0.9305
,,,,,,"40257 | Due to the large number of children and poor financial condition, there is a problem of not allowing them to go to school. | 0.8831"
,,,,,,40283 | There is an admission fee for admission in class 9th. Nowadays parents hesitate to educate their children even for four to five hundred rupees. | 0.5653
,,,,,,"40300 | In some families, due to poor financial condition, parents go to work and children are unable to go to school. | 0.8767"
,,,,,,40358 | It costs money to enroll children in school. | 0.7225
,,,,,,"40370 | Due to the poor financial condition of the family, the children have not been enrolled in school. | 0.8717"
,,,,,,"41453 | Due to financial constraints, people are not sending their children to school. | 0.8582"
,,,,,,49335 | Children are unable to go to school due to lack of money | 0.9436
,,,,,,49398 | Children do not go to school due to poor financial conditions | 0.9353
,,,,,,49432 | There is a family whose children are deprived of school. | 0.7591
