Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,217,29294 | To help people get their Aadhar cards made | 0.7711
,,,,,,15032 | To help families create dedicated reading spaces in their homes despite limited space | 0.8973
,,,,,,12081 | To create a designated reading space for children in every home | 0.9958
,,,,,,12150 | To create a designated reading space in every home for children | 0.9929
,,,,,,14984 | To help families create a dedicated reading space in their small homes | 0.8773
,,,,,,14496 | To create a designated reading space for children in every home | 0.9958
,,,,,,12062 | To create a designated reading space for children in homes by making reading calendars | 0.883
,,,,,,15521 | To create a designated reading space for children in every home | 0.9958
,,,,,,15526 | To create a designated reading space for children in every home | 0.9958
,,,,,,15522 | To create a designated reading space for children in every home | 0.9958
,,,,,,15518 | To create a designated reading space for children in every home | 0.9958
,,,,,,14405 | To create a designated reading space for children in every home | 0.9958
,,,,,,14427 | To create a designated reading space for children in every home | 0.9958
,,,,,,15403 | To create a dedicated reading space for children despite limited space at home | 0.9178
,,,,,,14414 | To create a designated reading space for children in every home | 0.9958
,,,,,,14489 | To create a designated reading space for children in every home | 0.9958
,,,,,,14422 | To create a designated reading space for children in every home | 0.9958
,,,,,,14397 | To create a designated reading space for children in every home | 0.9958
,,,,,,14479 | To create a designated reading space for children in every home | 0.9958
,,,,,,14425 | To create a designated reading space for children at home | 0.9769
,,,,,,14495 | To create a designated reading space for children in every home | 0.9958
,,,,,,14492 | To create a designated reading space for children in every home | 0.9958
,,,,,,12037 | To create a designated reading space in every home for children | 0.9929
,,,,,,14491 | To create a designated reading space for children in every home | 0.9958
,,,,,,"15541 | To create a dedicated reading space for children in their homes, despite limited space, by surveying families and identifying common constraints to design around. | 0.8736"
,,,,,,14494 | To create a designated reading space for children in every home | 0.9958
,Menstrual Hygiene and Educational Access for Schoolgirls,"This theme encompasses initiatives focused on ensuring adolescent girls in government and aided schools have consistent access to menstrual hygiene products. The overarching goal is to mitigate the negative impacts of menstruation on girls' health, hygiene, and educational continuity, thereby reducing absenteeism and fostering a more supportive learning environment.","menstrual hygiene,sanitary napkins,schoolgirls,education access,health and hygiene,school absenteeism",Draft,26,29309 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,29310 | To provide sanitary napkins to female students in government and aided schools | 0.9717
,,,,,,29316 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,28800 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,"29091 | To ensure girls in government and aided schools have access to sanitary napkins, promoting health, hygiene, and education | 0.9436"
,,,,,,15978 | To promote menstrual hygiene and provide sanitary napkins to girls in government and aided schools | 0.9357
,,,,,,29094 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,16201 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,29095 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,"29097 | To provide sanitary napkins to girls in government and aided schools, promoting health and education | 0.9851"
,,,,,,29098 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,29106 | To improve girls' education by providing access to sanitary napkins | 0.8969
,,,,,,"29108 | To provide sanitary napkins to girls in government and aided schools, promoting hygiene and education | 0.9842"
,,,,,,29119 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,"15970 | To provide sanitary napkins to girls in government and aided schools, promoting menstrual hygiene and reducing school absenteeism | 0.9653"
,,,,,,16202 | To provide sanitary napkins to students in government and aided schools | 0.9515
,,,,,,16205 | To provide sanitary napkins to students in government and aided schools | 0.9515
,,,,,,29306 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,29311 | To improve menstrual hygiene and provide access to sanitary napkins for girls in government and aided schools | 0.9339
,,,,,,29314 | To improve girls' education by providing access to sanitary napkins in government and aided schools | 0.9421
,,,,,,29315 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,29318 | To provide sanitary napkins to girls in government and aided schools | 0.9962
,,,,,,29321 | To provide sanitary napkins to government and aided school girls | 0.9845
,,,,,,29343 | To provide sanitary napkins to girls in government and aided schools | 0.9962
